project_name	principal_investigator	scientific_program	product_name	status	status_date	user_program	proposal	jgi_project_id	taxonomy_id	sequencing_project_id	analysis_project_id	project_manager	portal_id	field_id	folder_name	row_tree	current_name	voucher	provenance	rownum	year_planted	treenum	dnnumber	field_comments	date	field_determination	location	description	latitude	longitude	genus	subgenus	section	series	subseries	species	subspecies	tip_label	R1_filesize	R2_filesize	is_excluded
Eucalyptus NA CCA0029 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455394	3932	1456767	1455395	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_48_FD"",""EucNAsequencing_48_FD"")	CCA0029	EucNAsequencing_48_FD	R010/T12	Eucalyptus leptopoda subsp. arctata	DN 291	Ballidu, WA	10	1993	12	291		1992-12-13	Eucalyptus leptopoda subsp. arctata		Mallee to 5m tall. Growing on loam with E. plenissima. Red-brown over creamy white bark coming off in long strips. Dull light green leaves	-30.5886111111111	116.756944444444								E_leptopoda_arctata_2	2684230292	3296316171	FALSE
Eucalyptus NA CCA0314 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455658	3932	1456899	1455659	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_8_FD"",""EucNAsequencing_8_FD"")	CCA0314	EucNAsequencing_8_FD	R022/T03	Eucalyptus leptopoda subsp. arctata	DN 276	Mullewa, WA	22	1993	3	276		1992-12-12	Eucalyptus leptopoda subsp. arctata	East of Mullewa, Western Australia.	Mallee with dense terminal crown to 3 metres tall. Smooth, dark grey bark becoming ribbony at base. Leaves dull, light green. Growing on gravelly clay with Eucalyptus subangusta ssp. pusilla.  PERTH	-28.5238888888889	115.621388888889								E_leptopoda_arctata_3	3746599199	4802500913	FALSE
Eucalyptus leptopoda CCA0002 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455360	1711372	1456750	1455361	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_15_FD"",""Euclepsequencing_15_FD"")	CCA0002	Euclepsequencing_15_FD	R009/T04	Eucalyptus leptopoda subsp. elevata	DN 8	Ilkurlka, WA	9	1993	4	8			Eucalyptus leptopoda subsp. elevata	40 km east of Neale Junction, Western Australia.	PERTH			Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	leptopoda	elevata	E_leptopoda_elevata	3413703546	4146526286	FALSE
Eucalyptus leptopoda CCA0163 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455486	1711372	1456813	1455487	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_12_FD"",""Euclepsequencing_12_FD"")	CCA0163	Euclepsequencing_12_FD	R014/T37	Eucalyptus leptopoda subsp. leptopoda	DN 298	Bonnie Rock, WA	14	1993	37	298		1992-12-13	Eucalyptus leptopoda subsp. leptopoda	West of Bonnie Rock, Western Australia.	Mallee to 5 metres tall. Powdery white over pink bark (smooth). Dull light green leaves, twigs strongly glaucous. Growing on sand with Eucalyptus kockii ssp. plenissima.  PERTH	-30.5236111111111	118.301111111111	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	leptopoda	leptopoda	E_leptopoda_leptopoda	3672153711	4563920484	FALSE
Eucalyptus NA CCA0065 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455402	3932	1456771	1455403	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_47_FD"",""EucNAsequencing_47_FD"")	CCA0065	EucNAsequencing_47_FD	R011/T18	Eucalyptus leptopoda subsp. subluta	DN 336	Callion, WA	11	1993	18	336		1992-12-15	Eucalyptus leptopoda subsp. subluta	Callion to Goongarie track, Western Australia.	Mallee to 4m tall. Bark smooth, pinky grey over cream. Dull, light green leaves. Growing on red sand with E. concinna and E. oldfieldii.	-30.0513888888889	120.837777777778								E_leptopoda_subluta	3298754832	4135370010	FALSE
Eucalyptus leptopoda - oldfieldii intergrade CCA5639 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454884	1711372	1456512	1454885	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclepsequencing_18_FD"",""Euclepsequencing_18_FD"")	CCA5639	Euclepsequencing_18_FD	R310/T28	Eucalyptus leptopoda - E. oldfieldii intergrade	DN 5583	Kalbarri Nat. Park, WA	310	2011	28	5583		2010-03-29	Eucalyptus aff. leptopoda	Central N-S track, Kalbarri National Park, Western Australia.	Mallee 2 m tall. Bark smooth throughout, dull, pink and whitish. leaves dull, blue-green. Common here in low shrubland on yellow sandplain with Eucalyptus gittinsii ssp. gittinsii. (No E. beardiana, E. leptopoda and E. oldfieldii seen since before Eurady Homestead). CANB, PERTH + seed + photos	-27.5691666666667	114.2325								E_leptopoda_x_E_oldfieldii_intergrade	4220536735	5303384482	FALSE
Eucalyptus lesouefii CCA0562 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455810	1711374	1456975	1455811	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclessequencing_2_FD"",""Euclessequencing_2_FD"")	CCA0562	Euclessequencing_2_FD	R041/T30	Eucalyptus lesouefii	DN 549	Kalgoorlie, WA	41	1994	30	549		1993-10-06	Eucalyptus lesouefii	Between Kalgoorlie and Kambalda on Highway, Western Australia.	Tree 7m tall. Bark rough, black for 0.5m then smooth cream & coppery. Leaves slightly glossy blue green. Growing on broad rise with E. salmonophloia.	-30.9619444444444	121.563888888889	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		lesouefii		E_lesouefii	3205896798	3557755352	FALSE
Eucalyptus NA CCA0469 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455700	3932	1456920	1455701	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_30_FD"",""EucNAsequencing_30_FD"")	CCA0469	EucNAsequencing_30_FD	R028/T37	Eucalyptus leucophloia subsp. ?	-	Unknown	28	1993	37																E_leucophloia_1	2743158600	3368028089	FALSE
Eucalyptus NA CCA0470 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455732	3932	1456936	1455733	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_29_FD"",""EucNAsequencing_29_FD"")	CCA0470	EucNAsequencing_29_FD	R028/T38	Eucalyptus leucophloia subsp. ?	-	Unknown	28	1993	38																E_leucophloia_2	2935498089	3679868973	FALSE
Eucalyptus leucophloia CCA1402 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456096	183832	1457118	1456097	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_16_FD"",""Eucleusequencing_16_FD"")	CCA1402	Eucleusequencing_16_FD	R082/T18	Eucalyptus leucophloia subsp. euroa	DN 1332	Mt Isa, Qld	82	1998	18	1332		1995-04-16	Eucalyptus leucophloia subsp. euroa	North of Mt Isa, QLD	Tree 5m tall. Bark smooth, powdery, white. Leaves dull, blue green. Growing with E. leucophylla. Photo AD	-20.5691666666667	139.525555555556	Eucalyptus	Symphyomyrtus	Platysperma			leucophloia	euroa	E_leucophloia_euroa	2701504140	3301506734	FALSE
Eucalyptus leucophloia CCA0560 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455808	183832	1456974	1455809	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_15_FD"",""Eucleusequencing_15_FD"")	CCA0560	Eucleusequencing_15_FD	R041/T26	Eucalyptus leucophloia subsp. leucophloia	DN 539	Newman, WA	41	1994	26	539			Eucalyptus leucophloia subsp. leucophloia	Round Hill, just west of Capricorn Roadhouse, Western Australia.	Mallee 4 metres tall. Bark very powdery white. Leaves dull, grey green, slightly glaucous. No mature buds present. Growing with Corymbia deserticola subsp. deserticola. PERTH	-23.4508333333333	119.779166666667	Eucalyptus	Symphyomyrtus	Platysperma			leucophloia	leucophloia	E_leucophloia_leucophloia	1970335881	2158095521	FALSE
Eucalyptus leucophylla CCA1319 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456042	2780447	1457091	1456043	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_17_FD"",""Eucleusequencing_17_FD"")	CCA1319	Eucleusequencing_17_FD	R073/T24	Eucalyptus leucophylla	DN 1194	Newman, WA	73	1995	24	1194		1994-11-29	Eucalyptus tephrodes (incognita)		Tree 6m tall. Bark rough, box type and warty, brown grey over yellow brown. Leaves slightly glaucous, blue grey. Stems glaucous. On flat with A. anuera. A,C Photo	-22.6908333333333	118.704722222222	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		leucophylla		E_leucophylla_1	3735024352	4653834654	FALSE
Eucalyptus leucophylla CCA1500 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456172	2780447	1457156	1456173	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_20_FD"",""Eucleusequencing_20_FD"")	CCA1500	Eucleusequencing_20_FD	R087/T14	Eucalyptus leucophylla	DN 1331	Mount Isa, Qld	87	1996	14	1331		1995-04-16	Eucalyptus leucophylla	North of Mt Isa, QLD	Tree 6m tall. Bark rough, finely fissured, grey. Leaves dull, grey green. Growing with E. leucophloia and E. opaca. Photo AD	-20.5580555555556	139.533611111111	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		leucophylla		E_leucophylla_2	709482567	793208582	TRUE
Eucalyptus leucophylla CCA1501 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456174	2780447	1457157	1456175	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_21_FD"",""Eucleusequencing_21_FD"")	CCA1501	Eucleusequencing_21_FD	R087/T15	Eucalyptus leucophylla	DN 1331	Mount Isa, Qld	87	1996	15	1331		1995-04-16	Eucalyptus leucophylla	North of Mt Isa, QLD	Tree 6m tall. Bark rough, finely fissured, grey. Leaves dull, grey green. Growing with E. leucophloia and E. opaca. Photo AD	-20.5580555555556	139.533611111111	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		leucophylla		E_leucophylla_3	955044678	1045807134	TRUE
Eucalyptus leucophylla CCA2877 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456380	2780447	1457260	1456381	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_14_FD"",""Eucleusequencing_14_FD"")	CCA2877	Eucleusequencing_14_FD	R133/T30	Eucalyptus leucophylla	DN 1941	Halls Creek, WA	133	1997	30	1941		1996-10-16	Eucalyptus tephrodes	South of Great Northern HW on Billiluna Road, WA	Tree 6m tall. Bark rough, box type, grey. Leaves dull, greyish, glaucous. Twigs and buds strongly glaucous. Growing between hills with C. opaca and E. brevifolia. PERTH, CANB	-18.5675	127.600555555556	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		leucophylla		E_leucophylla_4	8502609256	10746606672	FALSE
Eucalyptus leucophylla CCA2940 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456424	2780447	1457282	1456425	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_13_FD"",""Eucleusequencing_13_FD"")	CCA2940	Eucleusequencing_13_FD	R136/T29	Eucalyptus leucophylla	DN 1937	Turkey Creek, WA	136	1997	29	1937		1996-10-16	Eucalyptus tephrodes	Between Turkey Creek and Halls Creek on Great Northern HW, WA	Several-stemmed tree 6m tall. Bark rough throughout, box type, grey . Leaves dull, blue-green, glaucous on new growth. Twigs strongly glaucous. On flat are with E. brevifolia and C. drysdalensis. x2 photo	-17.3866666666667	128.033333333333	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		leucophylla		E_leucophylla_5	6135313264	8144927338	FALSE
Eucalyptus leucoxylon CCA0633 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455864	34318	1457002	1455865	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_19_FD"",""Eucleusequencing_19_FD"")	CCA0633	Eucleusequencing_19_FD	R044/T27	Eucalyptus leucoxylon subsp. megalocarpa	DN 473	Nora Creina, SA	44	1994	27	473		1993-08-07	Eucalyptus leucoxylon subsp. megalocarpa	Abound12km east of Robe towards Nora Craena, SA	Tree 7m tall. Leaves narrow glossy green. Flowers pale pink-cream. Bark smooth grey over white. Two trees only, no other eucalypts present. Grey loam. Branclets pendulous.	-37.25	139.8	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		leucoxylon	megalocarpa	E_leucoxylon_megalocarpa_1	1460433035	1612130072	FALSE
Eucalyptus leucoxylon CCA5654 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454924	34318	1456532	1454925	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_22_FD"",""Eucleusequencing_22_FD"")	CCA5654	Eucleusequencing_22_FD	R311/T18	Eucalyptus leucoxylon subsp. megalocarpa	DN 4310	Nelson, Vic	311	2011	18	4310		2001-12-29	Eucalyptus leucoxylon subsp. megalocarpa	Beach Rd (road to Gleneld River Esturary from Nelson), just south of Nelson, Victoria.	Stunted several-stemmed tree 3 metres tall, others here 2 to 10 metres tall. Bark smooth throughout, stripy, grey and grey-tan over white. Leaves glossy, dark green. Growing on rounded limestony hills (and in swales) with Acacia longifolia var. sophorae, Melaleuca lanceolata and other low shrubs. CANB, MEL	-38.0575	141.011944444444	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		leucoxylon	megalocarpa	E_leucoxylon_megalocarpa_2	3539455097	4211169334	FALSE
Eucalyptus leucoxylon CCA5656 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454928	34318	1456534	1454929	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_23_FD"",""Eucleusequencing_23_FD"")	CCA5656	Eucleusequencing_23_FD	R311/T20	Eucalyptus leucoxylon subsp. megalocarpa	DN 4310	Nelson, Vic	311	2011	20	4310		2001-12-29	Eucalyptus leucoxylon subsp. megalocarpa	Beach Rd (road to Gleneld River Esturary from Nelson), just south of Nelson, Victoria.	Stunted several-stemmed tree 3 metres tall, others here 2 to 10 metres tall. Bark smooth throughout, stripy, grey and grey-tan over white. Leaves glossy, dark green. Growing on rounded limestony hills (and in swales) with Acacia longifolia var. sophorae, Melaleuca lanceolata and other low shrubs. CANB, MEL	-38.0575	141.011944444444	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		leucoxylon	megalocarpa	E_leucoxylon_megalocarpa_3	4443334385	5474448997	FALSE
Eucalyptus leucoxylon CCA0646 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455872	34318	1457006	1455873	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucleusequencing_18_FD"",""Eucleusequencing_18_FD"")	CCA0646	Eucleusequencing_18_FD	R045/T09	Eucalyptus leucoxylon subsp. pruinosa	DN 351	Bordertown, SA	45	1994	9	351		1993-02-05	Eucalyptus leucoxylon subsp. pruinosa	100m south of junction of Frances to Bordertown and Naracoorte to Bordertown Road, SA	Tree 10m tall with smooth, flaky grey over yellow cream bark and glaucous buds and fruit.  Leaves dull, grey green.	-36.35	140.75	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		leucoxylon	pruinosa	E_leucoxylon_pruinosa	349132059	365282316	TRUE
Eucalyptus litorea CCA0291 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455592	1711379	1456866	1455593	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclitsequencing_2_FD"",""Euclitsequencing_2_FD"")	CCA0291	Euclitsequencing_2_FD	R021/T01	Eucalyptus litorea	DN 199	Hopetoun, WA	21	1993	1	199		1992-12-09	Eucalyptus litorea (famelica)	3.9km from Tamarine Road on Middle Bay Road	Large mallee to 5m tall , with E. incrassata.  Bark rough on lower stems to 5cm then smooth. Leaves slightly glossy dark green, new growth yellow green.	-33.7977777777778	120.4325	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		litorea		E_litorea	3150203329	4024024154	FALSE
Eucalyptus lockyeri CCA0461 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455746	183833	1456943	1455747	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclocsequencing_4_FD"",""Euclocsequencing_4_FD"")	CCA0461	Euclocsequencing_4_FD	R028/T17	Eucalyptus lockyeri	-	Unknown	28	1993	17									Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Exsertae	lockyeri		E_lockyeri_1	3713235068	4891781620	FALSE
Eucalyptus lockyeri CCA0464 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455748	183833	1456944	1455749	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclocsequencing_3_FD"",""Euclocsequencing_3_FD"")	CCA0464	Euclocsequencing_3_FD	R028/T20	Eucalyptus lockyeri	-	Unknown	28	1993	20									Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Exsertae	lockyeri		E_lockyeri_2	2577153532	3139568294	FALSE
Eucalyptus lockyeri CCA1643 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456288	183833	1457214	1456289	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euclocsequencing_5_FD"",""Euclocsequencing_5_FD"")	CCA1643	Euclocsequencing_5_FD	R093/T04	Eucalyptus lockyeri	DN 1323	Ravenshoe, Qld	93	1996	4	1323		1995-04-15	Eucalyptus lockyeri subsp. lockyeri	Tumoulin Road, north of Ravenshoe, Queensland.	Scraggly tree 6 metres tall. Bark rough, medium fissured, hard, grey. Leaves glaucous at first, becoming dull, blue green. Twigs and young fruit glaucous. On rocky, steep slope above creek with Eucalyptus granitica, E. atrata and E. aff. acmenoides.   Photo AD	-17.5886111111111	145.464722222222	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Exsertae	lockyeri		E_lockyeri_3	2659	2912	TRUE
