project_name	principal_investigator	scientific_program	product_name	status	status_date	user_program	proposal	jgi_project_id	taxonomy_id	sequencing_project_id	analysis_project_id	project_manager	portal_id	field_id	folder_name	row_tree	current_name	voucher	provenance	rownum	year_planted	treenum	dnnumber	field_comments	date	field_determination	location	description	latitude	longitude	genus	subgenus	section	series	subseries	species	subspecies	tip_label
Eucalyptus horistes subsp. 'Southern smooth' CCA5620 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454906	1711337	1456523	1454907	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euchorsequencing_14_FD"",""Euchorsequencing_14_FD"")	CCA5620	Euchorsequencing_14_FD	R310/T07	Eucalyptus horistes subsp. 'Southern smooth'	DN 5513	Fitzgerald Inlet, WA	310	2011	7	5513		2010-03-23	Eucalyptus horistes	Fitzgerald River track, Fitzgerald River National Park, Western Australia.	Mallee 4.5 m tall. Bark smooth throughout, grey over orange-tan. Leaves glossy, green. (Juvenile leaves here ovate to orbicular and greyish). Scattered on pale grey loam on flat below breakaway with Eucalyptus ecostata, E. flocktoniae subsp. flocktoniae and E. conglobata subsp. perata. CANB, PERTH + seed	-34.0819444444444	119.534444444444								E_horistes_Southern_smooth_1
Eucalyptus horistes subsp. 'Southern smooth' CCA5621 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454882	1711337	1456511	1454883	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euchorsequencing_13_FD"",""Euchorsequencing_13_FD"")	CCA5621	Euchorsequencing_13_FD	R310/T08	Eucalyptus horistes subsp. 'Southern smooth'	DN 5513	Fitzgerald Inlet, WA	310	2011	8	5513		2010-03-23	Eucalyptus horistes	Fitzgerald River track, Fitzgerald River National Park, Western Australia.	Mallee 4.5 m tall. Bark smooth throughout, grey over orange-tan. Leaves glossy, green. (Juvenile leaves here ovate to orbicular and greyish). Scattered on pale grey loam on flat below breakaway with Eucalyptus ecostata, E. flocktoniae subsp. flocktoniae and E. conglobata subsp. perata. CANB, PERTH + seed	-34.0819444444444	119.534444444444								E_horistes_Southern_smooth_2
Eucalyptus horistes CCA1178 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455944	1711337	1457042	1455945	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euchorsequencing_10_FD"",""Euchorsequencing_10_FD"")	CCA1178	Euchorsequencing_10_FD	R068/T02	Eucalyptus horistes subsp. horistes	DN 1169	Binnu, WA	68	1995	2	1169		1994-11-27	Eucalyptus horistes		Mallee 4m tall. Bark rough, dark brown grey for 1m. Leaves glossy, light green. Growing on hillside north of salt lake. A	-28.0105555555556	114.673333333333	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		horistes	horistes	E_horistes_horistes_1
Eucalyptus horistes CCA5984 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455266	1711337	1456703	1455267	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euchorsequencing_12_FD"",""Euchorsequencing_12_FD"")	CCA5984	Euchorsequencing_12_FD	R343/T03	Eucalyptus horistes subsp. horistes	DN 6985	Woodline Hills, WA	343	2017	3	6985		2015-05-01	Eucalyptus horistes	Ca. 30 km north of Eyre Highway on Heartbreak Ridge track, south of Woodline Hills, Western Australia.	Large mallees (some tree-like) to 14 metres tall. Bark rough for 1-3 metres, fibrous-flakey, grey, smooth pale tan above. Locally dominant in open mallee, growing on pale yellow sandhills with Callitris. PERTH Seed Photos	-31.8161111111111	122.421944444444	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		horistes	horistes	E_horistes_horistes_2
Eucalyptus horistes CCA5985 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455268	1711337	1456704	1455269	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euchorsequencing_11_FD"",""Euchorsequencing_11_FD"")	CCA5985	Euchorsequencing_11_FD	R343/T04	Eucalyptus horistes subsp. horistes	DN 6985	Woodline Hills, WA	343	2017	4	6985		2015-05-01	Eucalyptus horistes	Ca. 30 km north of Eyre Highway on Heartbreak Ridge track, south of Woodline Hills, Western Australia.	Large mallees (some tree-like) to 14 metres tall. Bark rough for 1-3 metres, fibrous-flakey, grey, smooth pale tan above. Locally dominant in open mallee, growing on pale yellow sandhills with Callitris. PERTH Seed Photos	-31.8161111111111	122.421944444444	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		horistes	horistes	E_horistes_horistes_3
Eucalyptus hypolaena CCA0507 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455768	1711338	1456954	1455769	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euchypsequencing_2_FD"",""Euchypsequencing_2_FD"")	CCA0507	Euchypsequencing_2_FD	R039/T21	Eucalyptus hypolaena	DN 513	Coonana, WA	39	1994	21	513		1993-09-29	Eucalyptus hypolaena	Near Coonana on Transline, WA	Tree 15m tall. Bark rough, almost black to 1.5m then smooth orange and tan over white. Leaves dull grey green. Twigs glaucous. Flowers yellow. On red sand plain with E. salubris.  AD, CANB, PERTH	-31.0255555555556	123.216666666667	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	hypolaena		E_hypolaena
Eucalyptus incerata CCA0281 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455584	1711341	1456862	1455585	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucincsequencing_7_FD"",""Eucincsequencing_7_FD"")	CCA0281	Eucincsequencing_7_FD	R020/T16	Eucalyptus incerata	DN 327	Mt Day, WA	20	1993	16	327		1992-12-15	Eucalyptus incerata	North of Hyden to Norseman track on the Mt Day track, Western Australia.	Large mallee to 7m tall. Smooth light grey bark. Dull, glaucous grey leaves maturing to glossy olive green after 2 years growth. Growing in pure stand as understory to E. salmonophloia.	-32.1111111111111	120.434722222222	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	incerata		E_incerata
Eucalyptus incrassata CCA1177 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455942	1711342	1457041	1455943	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucincsequencing_9_FD"",""Eucincsequencing_9_FD"")	CCA1177	Eucincsequencing_9_FD	R067/T41	Eucalyptus incrassata	DN 930	Lochiel, SA	67	1995	41	930		1994-07-15	Eucalyptus incrassata	South-east of Lochiel on Princes HW, South Australia.	Malle 4 x 6 metres, bark rough, loose and fibrous for about 3m, grey. Leaves glossy green. Growing on edge of sand dune with Eucalyptus phenax and E. socialis. Photo 15 & 16	-33.9572222222222	138.174722222222	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		incrassata		E_incrassata_1
Eucalyptus incrassata CCA1186 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455950	1711342	1457045	1455951	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucincsequencing_10_FD"",""Eucincsequencing_10_FD"")	CCA1186	Eucincsequencing_10_FD	R068/T13	Eucalyptus incrassata	DN 1108	Bremer Range, WA	68	1995	13	1108		1994-11-22	Eucalyptus incrassata		Mallee 3m tall. Bark smooth and ribbony. Leaves glossy, dark green. Growing on sand with E. luteola, E. uncinata and E. pileata. A	-32.695	120.783888888889	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		incrassata		E_incrassata_2
Eucalyptus incrassata CCA1231 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455968	1711342	1457054	1455969	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucincsequencing_11_FD"",""Eucincsequencing_11_FD"")	CCA1231	Eucincsequencing_11_FD	R070/T23	Eucalyptus incrassata	DN 1129	Twertup, WA	70	1995	23	1129		1994-11-23	Eucalyptus incrassata		Mallee 4m tall. Bark smooth and ribbony, tan over cream. Leaves glossy, green. Flowers light yellow. Growing with E. verruculosa, E. flocktoniae, E. scyphocalyx and E. uncinata. A Photo	-34.0247222222222	119.375277777778	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		incrassata		E_incrassata_3
Eucalyptus incrassata CCA2927 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456418	1711342	1457279	1456419	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucincsequencing_8_FD"",""Eucincsequencing_8_FD"")	CCA2927	Eucincsequencing_8_FD	R136/T10	Eucalyptus incrassata	DN 1638	Cape Le Grand, WA	136	1997	10	1638		1996-01-22	Eucalyptus incrassata	Cape Le Grand NP, Western Australia	Dense mallee 2 metres tall. Bark smooth. Leaves glossy, dark green. Growing on rocky granite north facing slope. AD Photo	-33.9802777777778	122.118888888889	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		incrassata		E_incrassata_4
Eucalyptus indurata CCA0121 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455450	1711343	1456795	1455451	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucindsequencing_4_FD"",""Eucindsequencing_4_FD"")	CCA0121	Eucindsequencing_4_FD	R013/T14	Eucalyptus indurata	DN 165	near Scaddan, WA	13	1993	14	165		1992-12-06	Eucalyptus indurata		Mallee to 6m tall, erect habit. Bark rough to 2m.	-33.4819444444444	121.582222222222	Eucalyptus	Symphyomyrtus	Bisectae	Balladonienses		indurata		E_indurata_1
Eucalyptus indurata CCA0122 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455452	1711343	1456796	1455453	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucindsequencing_3_FD"",""Eucindsequencing_3_FD"")	CCA0122	Eucindsequencing_3_FD	R013/T15	Eucalyptus indurata	DN 165	near Scaddan, WA	13	1993	15	165		1992-12-06	Eucalyptus indurata		Mallee to 6m tall, erect habit. Bark rough to 2m.	-33.4819444444444	121.582222222222	Eucalyptus	Symphyomyrtus	Bisectae	Balladonienses		indurata		E_indurata_2
Eucalyptus infera CCA1595 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456242	338538	1457191	1456243	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucinfsequencing_FD"",""Eucinfsequencing_FD"")	CCA1595	Eucinfsequencing_FD	R090/T27	Eucalyptus infera	DN 1254	Durikai State Forest, Qld	90	1996	27	1254		1995-04-08	Eucalyptus infera	State Forest south-west of Warwick, Queensland.	Whipstick mallee 5 m tall. Bark smooth, tan and grey over pale orange. Leaves glossy, dark green. Growing in very small waterway with Corymbia maculata, Eucalyptus moluccana and E. fibrosa. Photos AD	-28.3994444444444	151.703055555556	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	infera		E_infera
Eucalyptus insulana CCA1670 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456306	3932	1457223	1456307	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucinssequencing_2_FD"",""Eucinssequencing_2_FD"")	CCA1670	Eucinssequencing_2_FD	R094/T18	Eucalyptus insulana	DN 1309	Walkamin, Qld	94	1996	18	1309		1995-04-13	Eucalyptus lockeryi subsp. exuta	East of Mareeba, QLD	Tree 6m tall. Bark rough to 5cm, hard, grey. Leaves dull, green. Growing on rise with E. cullenii and E. dallachiana. Photo AD	-17.0961111111111	145.529444444444	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Exsertae	insulana		E_insulana
Eucalyptus insularis CCA5718 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454976	424434	1456558	1454977	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucinssequencing_3_FD"",""Eucinssequencing_3_FD"")	CCA5718	Eucinssequencing_3_FD	R313/T32	Eucalyptus insularis subsp. continentalis	DN 1637	Cape Le Grand, WA	313	2011	32	1637		1996-01-22	Eucalyptus insularis	Cape Le Grand National Park, Western Australia.	Mallee 3 metres tall with a dense terminal crown. Bark smooth tan over yellow. Leaves dull, green. On rocky cliff with Eucalyptus lehmannii. (About 10-15 mallees of E. insularis here). PERTH; Photos	-33.9733333333333	122.131388888889	Eucalyptus	Eucalyptus	'Frutices' ms	Insulares		insularis	continentalis	E_insularis_continentalis
Eucalyptus intertexta CCA0652 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455874	1226038	1457007	1455875	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucintsequencing_5_FD"",""Eucintsequencing_5_FD"")	CCA0652	Eucintsequencing_5_FD	R045/T15	Eucalyptus intertexta	DN 423	Everard Ranges, SA	45	1994	15	423		1993-05-15	Eucalyptus intertexta (diminuta)	Base of Mount Barnett, Everard Ranges, SA	Mallee 2m tall. Bark smooth throughout, various shades of white and grey. Leaves dull, grey. Branchlets and fruit glaucous. Growing on granite with E. oxymitra.	-27.0388888888889	132.548611111111	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	intertexta		E_intertexta_1
Eucalyptus intertexta CCA0653 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455876	1226038	1457008	1455877	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucintsequencing_4_FD"",""Eucintsequencing_4_FD"")	CCA0653	Eucintsequencing_4_FD	R045/T16	Eucalyptus intertexta	DN 423	Everard Ranges, SA	45	1994	16	423		1993-05-15	Eucalyptus intertexta (diminuta)	Base of Mount Barnett, Everard Ranges, SA	Mallee 2m tall. Bark smooth throughout, various shades of white and grey. Leaves dull, grey. Branchlets and fruit glaucous. Growing on granite with E. oxymitra.	-27.0388888888889	132.548611111111	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	intertexta		E_intertexta_2
Eucalyptus jacksonii CCA5906 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455258	183830	1456699	1455259	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucjacsequencing_5_FD"",""Eucjacsequencing_5_FD"")	CCA5906	Eucjacsequencing_5_FD	R340/T10	Eucalyptus jacksonii	DN 7223	Walpole, WA	340	2017	10	7223		2016-09-02	Eucalyptus jacksonii	'Giant Tingle Tree', off Hilltop Rd, east of Walpole, Western Australia.	Tree to 50+ metres tall. Bark rough throughout, finely to moderately fissured, brown. Adult leaves short, discolorous, green.. Dominant here on rolling hills in tall open forest with Eucalyptus diversicolor. PERTH + seeds (both from a recently fallen branch)	-34.9844444444444	116.788333333333	Eucalyptus	Eucalyptus	Longistylus	Jacksoniae		jacksonii		E_jacksonii_1
Eucalyptus jacksonii CCA5907 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455260	183830	1456700	1455261	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucjacsequencing_6_FD"",""Eucjacsequencing_6_FD"")	CCA5907	Eucjacsequencing_6_FD	R340/T11	Eucalyptus jacksonii	DN 7223	Walpole, WA	340	2017	11	7223		2016-09-02	Eucalyptus jacksonii	'Giant Tingle Tree', off Hilltop Rd, east of Walpole, Western Australia.	Tree to 50+ metres tall. Bark rough throughout, finely to moderately fissured, brown. Adult leaves short, discolorous, green.. Dominant here on rolling hills in tall open forest with Eucalyptus diversicolor. PERTH + seeds (both from a recently fallen branch)	-34.9844444444444	116.788333333333	Eucalyptus	Eucalyptus	Longistylus	Jacksoniae		jacksonii		E_jacksonii_2
Eucalyptus jensenii CCA2984 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456456	3932	1457298	1456457	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucjensequencing_FD"",""Eucjensequencing_FD"")	CCA2984	Eucjensequencing_FD	R138/T27	Eucalyptus jensenii	DN 1916	Mt Barnett, WA	138	1997	27	1916		1996-10-13	Eucalyptus jensenii	Near Mount Barnett Homestead on Gibb River Road, WA	Tree 8m tall. Bark rough throughout, ironbark, dark brown to black. Twigs, new fruits and new growth glaucous. Mature leaves ± dull, slightly blue-green. Pure stand in flat area . E. tectifica and C. greeniana nearby. PERTH photo	-16.765	125.909722222222	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae		jensenii		E_jensenii
Eucalyptus jucunda CCA6044 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455320	666051	1456730	1455321	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucjucsequencing_2_FD"",""Eucjucsequencing_2_FD"")	CCA6044	Eucjucsequencing_2_FD	R345/T08	Eucalyptus jucunda	DN 7228	Kalbarri Nat. Park, WA	345	2017	8	7228		2016-09-07	Eucalyptus jucunda	Road to Nature's Window, Kalbarri National Park, Western Australia.	Mallee 3 metres tall. Bark rough for < 1 metre. Leaves very slightly glossy, green. On yellow sandplain. Nearby is Eucalyptus subangusta subsp. subangusta, E. sp. Kalbarri, E eudesmioides and E. oldfieldii. PERTH + seeds	-27.6261111111111	114.364722222222	Eucalyptus	Eudesmia	Limbatae	Heteropterae	Jucundae	jucunda		E_jucunda
